Test Size,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Ma tran nham lan
0.25,SVM,SVM,0.9384615384615385,0.6842105263157895,0.8013147091860318,0.7222222222222222,0.8809523809523809,0.8113360323886639,"[[61  4]
 [ 6 13]]"
0.25,WSVM,WSVM,0.9384615384615385,0.6842105263157895,0.8013147091860318,0.7222222222222222,0.8809523809523809,0.8113360323886639,"[[61  4]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9384615384615385,0.7368421052631579,0.8315635728604891,0.7567567567567567,0.8928571428571429,0.8376518218623482,"[[61  4]
 [ 5 14]]"
0.25,own_class_center,exp,0.9230769230769231,0.6842105263157895,0.7947194142390264,0.7027027027027027,0.8690476190476191,0.8036437246963563,"[[60  5]
 [ 6 13]]"
0.25,estimated_hyper_lin,lin_center_own,0.9538461538461539,0.7368421052631579,0.8383519595594479,0.7777777777777778,0.9047619047619048,0.8453441295546559,"[[62  3]
 [ 5 14]]"
0.25,estimated_hyper_lin,exp,0.9384615384615385,0.7368421052631579,0.8315635728604891,0.7567567567567567,0.8928571428571429,0.8376518218623482,"[[61  4]
 [ 5 14]]"
0.25,actual_hyper_lin,lin_center_own,0.9538461538461539,0.7368421052631579,0.8383519595594479,0.7777777777777778,0.9047619047619048,0.8453441295546559,"[[62  3]
 [ 5 14]]"
0.25,actual_hyper_lin,exp,0.9384615384615385,0.7368421052631579,0.8315635728604891,0.7567567567567567,0.8928571428571429,0.8376518218623482,"[[61  4]
 [ 5 14]]"
0.25,distance_center_own_opposite_tam,func_own_opp_new,0.9230769230769231,0.6842105263157895,0.7947194142390264,0.7027027027027027,0.8690476190476191,0.8036437246963563,"[[60  5]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9384615384615385,0.7368421052631579,0.8315635728604891,0.7567567567567567,0.8928571428571429,0.8376518218623482,"[[61  4]
 [ 5 14]]"
0.25,own_class_center,lin_center_own,0.9384615384615385,0.7368421052631579,0.8315635728604891,0.7567567567567567,0.8928571428571429,0.8376518218623482,"[[61  4]
 [ 5 14]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9230769230769231,0.6842105263157895,0.7947194142390264,0.7027027027027027,0.8690476190476191,0.8036437246963563,"[[60  5]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
0.25,own_class_center,lin_center_own,0.9076923076923077,0.6842105263157895,0.7880689256524124,0.6842105263157895,0.8571428571428571,0.7959514170040485,"[[59  6]
 [ 6 13]]"
