CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
11,3.251087712,0.8,81,0.694083694,1,11,1
11,3.251087712,0.8,81,0.694083694,1,11,1
6,1.820478453,0.5,9,0.666666667,1,6,1
11,3.251087712,0.8,81,0.694083694,1,11,1
14,5.584198056,0.875,225,1.150387989,1,14,1
14,3.366288429,0.777777778,64,0.875,1,14,1
8,3.366288429,0.777777778,64,0.875,1,8,1
6,2.281037195,0.333333333,55,0.690909091,1,6,1
4,1.859727432,0.6,16,0.590909091,1,4,1
0,7.674056804,0.888888889,289,1.991702742,1,0,1
0,4.975108426,0.611111111,204,1.20961718,1,0,1
2,1.973002874,0.444444444,40,0.526923077,1,2,1
0,3.787771341,0.777777778,64,1.101923077,1,0,1
0,1.57151524,0.1875,60,0.441666667,1,0,1
0,1.57151524,0.1875,60,0.441666667,1,0,1
0,4.975108426,0.611111111,204,1.20961718,1,0,1
6,2.790553133,0.714285714,36,0.833333333,1,6,1
8,2.790553133,0.714285714,36,0.833333333,1,8,1
7,2.851548943,0.5,77,0.733766234,1,7,1
4,1.212987965,0.230769231,63,0.253246753,0.5,4,1
6,2.790553133,0.714285714,36,0.833333333,1,6,1
2,1.814277021,0.666666667,25,0.46207483,1,2,1
10,2.455657834,0.333333333,99,0.653246753,1,10,1
3,3.908650337,0.818181818,100,0.9,1,3,1
0,1.973002874,0.444444444,40,0.526923077,1,0,1
19,7.522324323,0.875,225,2.166666667,1,19,1
0,2.164042561,0.272727273,40,0.75,1,0,1
2,1.746108116,0.375,28,0.537037037,1,2,1
9,3.843625228,0.818181818,100,0.866666667,1,9,1
0,4.086804137,0.714285714,143,0.866695804,1,0,1
12,4.059642991,0.833333333,121,0.85270979,1,12,1
0,4.059642991,0.833333333,121,0.85270979,1,0,1
8,4.116001622,0.588235294,176,0.881118881,1,8,1
12,4.086804137,0.714285714,143,0.866695804,1,12,1
8,4.059642991,0.833333333,121,0.85270979,1,8,1
8,4.059642991,0.833333333,121,0.85270979,1,8,1
0,4.086804137,0.714285714,143,0.866695804,1,0,1
0,4.086804137,0.714285714,143,0.866695804,1,0,1
0,4.143162768,0.526315789,208,0.895104895,1,0,1
0,5.934443736,0.857142857,169,1.547348485,1,0,1
0,4.086804137,0.714285714,143,0.866695804,1,0,1
0,4.086804137,0.714285714,143,0.866695804,1,0,1
6,2.164042561,0.6,16,0.75,1,6,1
4,2.164042561,0.6,16,0.75,1,4,1
0,1.983394582,0.384615385,80,0.406045752,1,0,1
2,0,0,1,0,1,2,1
2,0.455119613,0.083333333,22,0.111111111,1,2,1
5,2.485339738,0.571428571,30,0.8,1,5,1
7,3.793284844,0.818181818,100,0.843478261,1,7,1
10,3.908650337,0.375,230,0.9,1,10,1
10,3.793284844,0.818181818,100,0.843478261,1,10,1
9,4.856097955,0.846153846,144,1.148506069,1,9,1
9,3.261712919,0.615384615,108,0.692156863,1,9,1
9,4.856097955,0.846153846,144,1.148506069,1,9,1
9,3.261712919,0.615384615,108,0.692156863,1,9,1
6,1.424137569,0.25,21,0.476190476,1,6,1
0,3.142339253,0.777777778,64,0.770408163,1,0,1
7,3.142339253,0.777777778,64,0.770408163,1,7,1
7,3.142339253,0.777777778,64,0.770408163,1,7,1
