CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
13,6.019595206,0.631578947,234,1.634992785,1,13,1
7,2.409185011,0.428571429,91,0.502453102,1,7,1
7,2.506050962,0.428571429,91,0.554401154,1,7,1
10,4.095509007,0.473684211,195,1.007215007,1,10,1
7,2.506050962,0.428571429,91,0.554401154,1,7,1
6,2.036364904,0.294117647,117,0.435353535,0.5,6,1
11,4.812988498,0.526315789,198,1.254340104,1,11,1
13,4.812988498,0.526315789,198,1.254340104,1,13,1
9,2.382023865,0.5,77,0.488467088,1,9,1
7,2.478889816,0.5,77,0.54041514,1,7,1
10,4.068347861,0.529411765,165,0.993228993,1,10,1
7,2.478889816,0.5,77,0.54041514,1,7,1
5,1.478254277,0.25,99,0.268686869,0.5,5,1
8,2.164042561,0.6,16,0.75,1,8,1
8,2.164042561,0.6,16,0.75,1,8,1
5,1.531574161,0.111111111,51,0.533333333,1,5,1
0,2.204466563,0.222222222,85,0.65,1,0,1
7,3.956842393,0.388888889,136,1.191666667,1,7,1
0,2.298299286,0.222222222,85,0.7,1,0,1
8,5.087051618,0.5,170,1.533333333,1,8,1
7,2.204466563,0.222222222,85,0.65,1,7,1
7,2.204466563,0.222222222,85,0.65,1,7,1
3,1.820478453,0.095238095,132,0.666666667,1,3,1
3,1.327271618,0.153846154,36,0.424242424,1,3,1
3,1.242669869,0.5,9,0.4,1,3,1
6,1.980541431,0.666666667,25,0.533333333,1,6,1
2,1.442695041,0.333333333,4,0.5,1,2,1
14,5.635287056,0.882352941,256,1.052941765,1,14,1
0,5.643004693,0.833333333,272,1.056618236,1,0,1
0,5.635287056,0.882352941,256,1.052941765,1,0,1
12,4.759488417,0.764705882,224,0.849568749,1,12,1
18,4.369617172,0.705882353,208,0.772645672,1,18,1
9,3.583315407,0.588235294,176,0.615069915,1,9,1
3,6.020415138,0.56,360,1.375980392,1,3,1
0,3.031401507,0.28,192,0.7,1,0,1
7,3.366288429,0.777777778,64,0.875,1,7,1
12,3.366288429,0.777777778,64,0.875,1,12,1
0,5.643004693,0.833333333,272,1.056618236,1,0,1
0,5.635287056,0.882352941,256,1.052941765,1,0,1
12,4.759488417,0.764705882,224,0.849568749,1,12,1
11,4.369617172,0.705882353,208,0.772645672,1,11,1
9,3.583315407,0.588235294,176,0.615069915,1,9,1
16,4.109279517,0.75,110,1.008441558,1,16,1
16,4.109279517,0.75,110,1.008441558,1,16,1
16,4.109279517,0.75,110,1.008441558,1,16,1
10,4.092017426,0.818181818,100,0.999350649,1,10,1
13,3.017616876,0.636363636,80,0.688636364,1,13,1
0,2.976790114,0.4375,120,0.675,1,0,1
6,2.064029975,0.5,20,0.7,1,6,1
6,3.606737602,0.666666667,25,1.25,1,6,1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
0,1.820478453,0.25,21,0.666666667,1,0,-1
0,1.631586747,0.2,35,0.583333333,1,0,-1
0,0,0,7,0,1,0,-1
0,1.342682455,0.25,21,0.45,1,0,-1
1,1.342682455,0.285714286,14,0.45,0.5,1,-1
2,1.820478453,0.25,21,0.666666667,1,2,-1
2,1.820478453,0.25,21,0.666666667,1,2,-1
0,1.531574161,0.222222222,28,0.533333333,1,0,-1
1,0.621334935,0.142857143,7,0.2,0.5,1,-1
0,1.820478453,0.5,9,0.666666667,1,0,-1
0,1.820478453,0.5,9,0.666666667,1,0,-1
0,1.820478453,0.5,9,0.666666667,1,0,-1
0,0.513898342,0.142857143,15,0.142857143,0.5,0,-1
