CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
5,2.224678564,0.666666667,25,0.6625,1,5,1
22,8.020471892,0.875,225,2.411742424,1,22,1
7,2.028971634,0.25,75,0.557575758,1,7,1
12,3.070568913,0.4375,120,0.720075758,1,12,1
12,3.190793499,0.291666667,240,0.782575758,1,12,1
11,4.998439672,0.625,165,1.354166667,1,11,1
10,2.485339738,0.571428571,30,0.8,1,10,1
10,2.485339738,0.571428571,30,0.8,1,10,1
10,2.485339738,0.571428571,30,0.8,1,10,1
10,2.485339738,0.571428571,30,0.8,1,10,1
17,4.637251199,0.6,247,0.902564103,1,17,1
6,2.551371495,0.208333333,138,0.710144928,1,6,1
6,2.551371495,0.208333333,138,0.710144928,1,6,1
6,2.312189857,0.714285714,36,0.586956522,1,6,1
6,2.312189857,0.714285714,36,0.586956522,1,6,1
6,2.312189857,0.714285714,36,0.586956522,1,6,1
7,2.312189857,0.714285714,36,0.586956522,1,7,1
3,0.960540231,0.153846154,36,0.25,1,3,1
11,6.84549108,0.846153846,144,2.185714286,1,11,1
6,3.401667685,0.461538462,84,1.026190476,1,6,1
0,2.051561224,0.307692308,60,0.569047619,1,0,1
6,3.401667685,0.461538462,84,1.026190476,1,6,1
10,3.083390054,0.3,133,0.857142857,1,10,1
10,2.909114984,0.75,49,0.766917293,1,10,1
10,3.083390054,0.3,133,0.857142857,1,10,1
5,2.485339738,0.666666667,25,0.8,1,5,1
7,2.485339738,0.666666667,25,0.8,1,7,1
7,2.485339738,0.666666667,25,0.8,1,7,1
0,1.442695041,0.1,18,0.5,1,0,1
2,0.303413076,0.125,20,0.037037037,0.5,2,1
3,1.06651644,0.6,16,0.18287037,1,3,1
3,1.484450885,0.107142857,108,0.395833333,1,3,1
2,1.531574161,0.25,21,0.533333333,1,2,1
4,3.352052614,0.5,35,1.2,1,4,1
0,2.541825974,0.6,16,0.916666667,1,0,1
2,1.442695041,0.4,12,0.5,1,2,1
2,1.442695041,0.4,12,0.5,1,2,1
7,3.275261327,0.5,104,0.826923077,1,7,1
7,3.275261327,0.5,104,0.826923077,1,7,1
0,5.451319275,0.857142857,169,1.338492063,1,0,1
2,0.455119613,0.142857143,12,0.111111111,0.5,2,1
3,1.820478453,0.153846154,54,0.666666667,1,3,1
3,1.36535884,0.285714286,18,0.444444444,1,3,1
3,1.36535884,0.285714286,18,0.444444444,1,3,1
3,1.820478453,0.285714286,18,0.666666667,1,3,1
1,0.31465798,0.090909091,35,0.041666667,0.5,1,1
0,3.003786194,0.24,168,0.814285714,1,0,1
5,2.804545832,0.75,49,0.713095238,1,5,1
16,8.377266457,0.4,1242,1.602305096,1,16,1
16,8.377266457,0.4,1242,1.602305096,1,16,1
0,3.032355864,0.291666667,220,0.696969697,1,0,-1
10,2.69592625,0.5,77,0.649350649,1,10,-1
0,4.4908267,0.833333333,121,1.084632035,1,0,-1
13,4.4908267,0.833333333,121,1.084632035,1,13,-1
8,4.4908267,0.833333333,121,1.084632035,1,8,-1
10,2.69592625,0.5,77,0.649350649,1,10,-1
7,2.885265718,0.583333333,88,0.621969697,1,7,-1
8,4.4908267,0.833333333,121,1.084632035,1,8,-1
0,0.736237805,0.142857143,55,0.133333333,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
0,2.96373446,0.4375,132,0.663636364,1,0,-1
0,0.333808201,0.055555556,88,0.05,0.5,0,-1
10,2.69592625,0.5,77,0.649350649,1,10,-1
5,2.885265718,0.583333333,88,0.621969697,1,5,-1
0,0.736237805,0.142857143,55,0.133333333,0.5,0,-1
0,0.736237805,0.142857143,55,0.133333333,0.5,0,-1
0,0.736237805,0.142857143,55,0.133333333,0.5,0,-1
0,1.820478453,0.5,9,0.666666667,1,0,-1
2,1.820478453,0.5,9,0.666666667,1,2,-1
3,1.820478453,0.5,9,0.666666667,1,3,-1
2,0.36067376,0.05,80,0.0625,0.5,2,-1
4,2.224678564,0.666666667,25,0.6625,1,4,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
2,0.36067376,0.035714286,120,0.0625,0.5,2,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
0,2.224678564,0.666666667,25,0.6625,1,0,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
4,2.485339738,0.235294118,80,0.8,1,4,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
0,0.36067376,0.066666667,55,0.0625,0.5,0,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
2,0.36067376,0.05,80,0.0625,0.5,2,-1
2,0.36067376,0.066666667,55,0.0625,0.5,2,-1
4,2.224678564,0.666666667,25,0.6625,1,4,-1
2,1.442695041,0.333333333,4,0.5,1,2,-1
0,1.442695041,0.333333333,4,0.5,1,0,-1
0,4.328085123,0.5,20,1.5,1,0,-1
0,0.72134752,0.166666667,10,0.25,1,0,-1
1,0,0,5,0,1,1,-1
0,0.72134752,0.166666667,10,0.25,1,0,-1
0,0.72134752,0.166666667,10,0.25,1,0,-1
4,2.465708564,0.416666667,66,0.658333333,1,4,-1
2,0.417032391,0.1,30,0.090909091,0.5,2,-1
0,2.324630329,0.714285714,36,0.582575758,1,0,-1
4,2.448446473,0.454545455,60,0.649242424,1,4,-1
0,2.401842608,0.555555556,48,0.624242424,1,0,-1
4,2.448446473,0.454545455,60,0.649242424,1,4,-1
2,0.417032391,0.1,30,0.090909091,0.5,2,-1
2,0.417032391,0.066666667,60,0.090909091,0.5,2,-1
2,0.417032391,0.1,30,0.090909091,0.5,2,-1
2,0.417032391,0.1,30,0.090909091,0.5,2,-1
4,2.324630329,0.714285714,36,0.582575758,1,4,-1
3,0.868588964,0.285714286,18,0.2,0.5,3,-1
3,0.868588964,0.285714286,18,0.2,0.5,3,-1
