CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
7,2.485339738,0.666666667,25,0.8,1,7,1
5,2.485339738,0.666666667,25,0.8,1,5,1
0,5.831196553,0.619047619,280,1.408661192,1,0,1
7,2.959998134,0.333333333,160,0.662337662,1,7,1
0,2.666736988,0.238095238,120,0.766666667,1,0,1
6,3.212222703,0.233333333,340,0.796266234,1,6,1
5,2.787472675,0.2,320,0.701680672,1,5,1
10,2.959998134,0.333333333,160,0.662337662,1,10,1
0,2.634248093,0.285714286,140,0.621323529,1,0,1
5,2.634248093,0.285714286,140,0.621323529,1,5,1
3,2.000805667,0.428571429,24,0.666666667,1,3,1
4,1.442695041,0.142857143,12,0.5,1,4,1
5,2.622313751,0.714285714,36,0.743589744,1,5,1
5,2.790553133,0.357142857,78,0.833333333,1,5,1
0,2.622313751,0.714285714,36,0.743589744,1,0,1
5,2.622313751,0.714285714,36,0.743589744,1,5,1
3,2.164042561,0.6,16,0.75,1,3,1
0,2.164042561,0.6,16,0.75,1,0,1
3,2.164042561,0.6,16,0.75,1,3,1
4,2.164042561,0.6,16,0.75,1,4,1
24,8.121906192,0.913043478,484,1.593941147,1,24,1
0,0.679246544,0.068965517,198,0.105263158,0.5,0,1
0,0.679246544,0.068965517,198,0.105263158,0.5,0,1
7,2.953524108,0.545454545,70,0.787337662,1,7,1
7,2.953524108,0.545454545,70,0.787337662,1,7,1
7,3.050390059,0.4,110,0.839285714,1,7,1
0,3.188803157,0.466666667,112,0.787037037,1,0,1
5,2.790553133,0.357142857,78,0.833333333,1,5,1
0,2.622313751,0.714285714,36,0.743589744,1,0,1
5,2.622313751,0.714285714,36,0.743589744,1,5,1
0,2.790553133,0.357142857,78,0.833333333,1,0,1
7,2.790553133,0.357142857,78,0.833333333,1,7,1
0,2.164042561,0.6,16,0.75,1,0,1
3,1.820478453,0.5,9,0.666666667,1,3,1
0,2.790553133,0.714285714,36,0.833333333,1,0,1
2,2.790553133,0.714285714,36,0.833333333,1,2,1
9,3.48288688,0.8,81,0.805555556,1,9,1
9,3.535576889,0.615384615,108,0.833333333,1,9,1
12,4.954595694,0.285714286,243,1.583333333,1,12,1
3,0.851326873,0.111111111,51,0.190909091,1,3,1
5,2.164042561,0.6,16,0.75,1,5,1
0,2.120953975,0.16,120,0.620408163,1,0,1
1,0.31465798,0.090909091,35,0.041666667,0.5,1,1
4,2.485339738,0.4,45,0.8,1,4,1
0,2.485339738,0.4,45,0.8,1,0,1
0,2.485339738,0.4,45,0.8,1,0,1
1,0,0,1,0,1,1,1
8,3.103634427,0.28,192,0.737373737,1,8,1
11,9.402095276,0.68,432,2.771103896,1,11,1
10,7.601707855,0.52,336,2.346031746,1,10,1
0,2.319124417,0.666666667,25,0.711111111,1,0,1
8,2.000805667,0.115384615,100,0.666666667,1,8,1
8,1.753362508,0.428571429,24,0.54,1,8,1
2,0.310667467,0.071428571,44,0.04,0.5,2,1
8,1.590125614,0.6,16,0.456666667,1,8,1
6,3.640956907,0.8,81,0.888888889,1,6,1
6,3.640956907,0.8,81,0.888888889,1,6,1
0,2.485339738,0.666666667,25,0.8,1,0,1
12,3.984521015,0.192307692,150,1.416666667,1,12,1
10,4.106247647,0.384615385,275,0.877005348,1,10,1
8,2.000805667,0.115384615,100,0.666666667,1,8,1
3,1.820478453,0.5,9,0.666666667,1,3,1
6,2.344903151,0.444444444,40,0.725,1,6,1
8,4.6493823,0.777777778,64,1.55,1,8,1
5,2.344903151,0.333333333,55,0.725,1,5,1
5,2.281037195,0.444444444,40,0.690909091,1,5,1
4,2.164042561,0.6,16,0.75,1,4,1
0,1.442695041,0.25,6,0.5,1,0,1
16,5.535562145,0.695652174,374,0.891329259,1,16,1
0,3.083390054,0.75,49,0.857142857,1,0,1
6,3.083390054,0.75,49,0.857142857,1,6,1
0,3.083390054,0.75,49,0.857142857,1,0,1
0,3.083390054,0.75,49,0.857142857,1,0,1
2,3.083390054,0.75,49,0.857142857,1,2,1
0,3.083390054,0.75,49,0.857142857,1,0,1
0,1.820478453,0.5,9,0.666666667,1,0,1
2,1.820478453,0.5,9,0.666666667,1,2,1
0,1.820478453,0.5,9,0.666666667,1,0,1
2,1.442695041,0.090909091,20,0.5,1,2,1
7,3.083390054,0.75,49,0.857142857,1,7,1
6,3.083390054,0.75,49,0.857142857,1,6,1
5,1.820478453,0.5,9,0.666666667,1,5,1
5,1.820478453,0.5,9,0.666666667,1,5,1
6,2.51370892,0.172413793,253,0.695238095,1,6,1
2,0.318928989,0.041666667,154,0.043478261,0.5,2,1
2,0.318928989,0.041666667,154,0.043478261,0.5,2,1
6,2.274527283,0.416666667,66,0.572049689,1,6,1
2,0.318928989,0.041666667,154,0.043478261,0.5,2,1
4,1.442695041,0.066666667,28,0.5,1,4,1
4,2.164042561,0.6,16,0.75,1,4,1
0,2.164042561,0.6,16,0.75,1,0,1
4,2.164042561,0.6,16,0.75,1,4,1
0,3.173455886,0.388888889,136,0.774853801,1,0,1
9,4.109473847,0.444444444,153,1.122076023,1,9,1
9,4.109473847,0.444444444,153,1.122076023,1,9,1
0,3.173455886,0.388888889,136,0.774853801,1,0,1
4,2.253876049,0.666666667,25,0.676923077,1,4,1
0,2.253876049,0.666666667,25,0.676923077,1,0,1
1,1.442695041,0.25,6,0.5,1,1,1
6,2.164042561,0.6,16,0.75,1,6,1
2,0.621334935,0.25,6,0.2,0.5,2,-1
6,1.531574161,0.5,9,0.533333333,1,6,-1
6,1.531574161,0.5,9,0.533333333,1,6,-1
32,8.913669171,0.587301587,2451,0.583292126,0.5,32,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
1,0.240449173,0.015151515,570,0.015625,0.5,1,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
2,0.389871245,0.015384615,513,0.076923077,0.5,2,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.92999523,0.483870968,4617,0.73435768,1,38,-1
2,0.389871245,0.015151515,570,0.076923077,0.5,2,-1
0,1.368167937,0.051724138,228,0.34733124,1,0,-1
4,0.699914481,0.049180328,399,0.041331186,0.5,4,-1
0,10.92372804,0.535714286,4104,0.732814471,1,0,-1
0,0.227559807,0.016666667,228,0.012345679,0.5,0,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
3,1.699644212,0.044776119,741,0.520408163,1,3,-1
0,0.389871245,0.015384615,513,0.076923077,0.5,0,-1
38,10.9213777,0.555555556,3933,0.732210606,1,38,-1
0,10.91525617,0.608108108,3534,0.730574327,1,0,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.9213777,0.555555556,3933,0.732210606,1,38,-1
0,3.331611039,0.237288136,912,0.209733964,0.5,0,-1
35,10.13716501,0.617647059,3021,0.667297051,0.5,35,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
36,10.1633057,0.646153846,2850,0.67495591,0.5,36,-1
40,12.73317216,0.827586207,2793,1.303218273,1,40,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
4,0.699914481,0.049180328,399,0.041331186,0.5,4,-1
4,0.699914481,0.049180328,399,0.041331186,0.5,4,-1
0,10.91710587,0.592105263,3648,0.731078359,1,0,-1
0,10.91710587,0.592105263,3648,0.731078359,1,0,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
0,10.91710587,0.592105263,3648,0.731078359,1,0,-1
4,0.699914481,0.049180328,399,0.041331186,0.5,4,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
0,10.91230898,0.633802817,3363,0.729754207,1,0,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
36,9.919066362,0.694915254,2451,0.658289244,0.5,36,-1
38,10.91230898,0.633802817,3363,0.729754207,1,38,-1
38,10.90060587,0.737704918,2793,0.726295196,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.90060587,0.737704918,2793,0.726295196,1,38,-1
38,10.91230898,0.633802817,3363,0.729754207,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
4,0.699914481,0.049180328,399,0.041331186,0.5,4,-1
11,3.331611039,0.237288136,912,0.209733964,0.5,11,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
38,10.92372804,0.535714286,4104,0.732814471,1,38,-1
38,10.91710587,0.592105263,3648,0.731078359,1,38,-1
0,10.91710587,0.592105263,3648,0.731078359,1,0,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
36,9.919066362,0.694915254,2451,0.658289244,0.5,36,-1
3,1.368167937,0.051724138,228,0.34733124,1,3,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
38,10.90801253,0.671641791,3135,0.728521541,1,38,-1
38,10.91525617,0.608108108,3534,0.730574327,1,38,-1
0,10.13716501,0.636363636,2907,0.667297051,0.5,0,-1
0,3.366288429,0.120689655,456,0.875,1,0,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
1,0.240449173,0.015625,456,0.015625,0.5,1,-1
32,8.913669171,0.587301587,2451,0.583292126,0.5,32,-1
36,10.38670753,0.614285714,3192,0.68547887,0.5,36,-1
32,8.913669171,0.587301587,2451,0.583292126,0.5,32,-1
36,10.38670753,0.614285714,3192,0.68547887,0.5,36,-1
0,0.389871245,0.015384615,513,0.076923077,0.5,0,-1
2,0.389871245,0.015384615,513,0.076923077,0.5,2,-1
2,0.227559807,0.016666667,228,0.012345679,0.5,2,-1
1,0.240449173,0.015625,456,0.015625,0.5,1,-1
1,0.240449173,0.015625,456,0.015625,0.5,1,-1
36,10.38670753,0.614285714,3192,0.68547887,0.5,36,-1
1,0.240449173,0.015625,456,0.015625,0.5,1,-1
0,0.389871245,0.015384615,513,0.076923077,0.5,0,-1
2,0.227559807,0.016666667,228,0.012345679,0.5,2,-1
0,0.240449173,0.015625,456,0.015625,0.5,0,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
7,3.366288429,0.120689655,456,0.875,1,7,-1
1,0.240449173,0.015625,456,0.015625,0.5,1,-1
0,0.227559807,0.016666667,228,0.012345679,0.5,0,-1
0,10.9133157,0.625,3420,0.730036693,1,0,-1
2,0.389871245,0.015384615,513,0.076923077,0.5,2,-1
38,10.90912954,0.661764706,3192,0.728846217,1,38,-1
35,10.13716501,0.636363636,2907,0.667297051,0.5,35,-1
35,10.13716501,0.636363636,2907,0.667297051,0.5,35,-1
35,10.13716501,0.636363636,2907,0.667297051,0.5,35,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
3,0.695213803,0.046875,570,0.040123457,0.5,3,-1
2,0.389871245,0.015384615,513,0.076923077,0.5,2,-1
38,10.90912954,0.661764706,3192,0.728846217,1,38,-1
2,0.389871245,0.015384615,513,0.076923077,0.5,2,-1
35,10.13716501,0.636363636,2907,0.667297051,0.5,35,-1
0,10.13716501,0.636363636,2907,0.667297051,0.5,0,-1
0,0.695213803,0.046875,570,0.040123457,0.5,0,-1
2,0.389871245,0.1,28,0.076923077,0.5,2,-1
0,0.389871245,0.071428571,56,0.076923077,0.5,0,-1
6,3.083390054,0.428571429,91,0.857142857,1,6,-1
6,2.959362957,0.75,49,0.791208791,1,6,-1
8,2.959362957,0.75,49,0.791208791,1,8,-1
0,0.389871245,0.125,14,0.076923077,0.5,0,-1
6,2.959362957,0.75,49,0.791208791,1,6,-1
0,2.959362957,0.75,49,0.791208791,1,0,-1
6,2.485339738,0.307692308,60,0.8,1,6,-1
6,2.485339738,0.307692308,60,0.8,1,6,-1
6,2.485339738,0.307692308,60,0.8,1,6,-1
6,3.083390054,0.461538462,84,0.857142857,1,6,-1
0,3.083390054,0.461538462,84,0.857142857,1,0,-1
9,3.083390054,0.461538462,84,0.857142857,1,9,-1
6,3.083390054,0.461538462,84,0.857142857,1,6,-1
9,3.083390054,0.461538462,84,0.857142857,1,9,-1
6,3.083390054,0.461538462,84,0.857142857,1,6,-1
9,3.083390054,0.461538462,84,0.857142857,1,9,-1
0,2.485339738,0.307692308,60,0.8,1,0,-1
7,3.167500383,0.25,264,0.771464646,1,7,-1
0,1.788671297,0.12,96,0.555555556,1,0,-1
4,1.967569307,0.16,120,0.526984127,1,4,-1
7,3.167500383,0.25,264,0.771464646,1,7,-1
3,0.834064783,0.076923077,96,0.181818182,0.5,3,-1
0,3.103634427,0.28,192,0.737373737,1,0,-1
3,0.834064783,0.076923077,96,0.181818182,0.5,3,-1
4,2.242927985,0.097560976,504,0.671428571,1,4,-1
4,1.95005179,0.16,120,0.519047619,1,4,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,1.95005179,0.16,120,0.519047619,1,0,-1
6,3.410264348,0.24,168,1.026984127,1,6,-1
0,1.860132715,0.16,120,0.46984127,1,0,-1
7,3.103634427,0.28,192,0.737373737,1,7,-1
7,3.103634427,0.28,192,0.737373737,1,7,-1
4,1.614169045,0.12,96,0.464285714,1,4,-1
2,0.328458739,0.025641026,384,0.047619048,0.5,2,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,1.967569307,0.16,120,0.526984127,1,0,-1
5,1.967569307,0.16,120,0.526984127,1,5,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,1.788671297,0.12,96,0.555555556,1,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
2,0.328458739,0.025641026,384,0.047619048,0.5,2,-1
4,1.614169045,0.12,96,0.464285714,1,4,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,0.328458739,0.025641026,384,0.047619048,0.5,0,-1
0,1.788671297,0.12,96,0.555555556,1,0,-1
0,3.184234225,0.5,104,0.778846154,1,0,-1
3,1.169613736,0.125,152,0.230769231,0.5,3,-1
3,1.169613736,0.15,120,0.230769231,0.5,3,-1
3,1.169613736,0.25,56,0.230769231,0.5,3,-1
0,1.169613736,0.25,56,0.230769231,0.5,0,-1
3,1.169613736,0.25,56,0.230769231,0.5,3,-1
5,3.184234225,0.5,104,0.778846154,1,5,-1
0,3.184234225,0.5,104,0.778846154,1,0,-1
8,3.093207124,0.777777778,64,0.730769231,1,8,-1
8,3.093207124,0.777777778,64,0.730769231,1,8,-1
8,3.093207124,0.777777778,64,0.730769231,1,8,-1
0,3.093207124,0.777777778,64,0.730769231,1,0,-1
5,3.093207124,0.777777778,64,0.730769231,1,5,-1
0,2.485339738,0.666666667,25,0.8,1,0,-1
0,2.485339738,0.666666667,25,0.8,1,0,-1
5,2.485339738,0.666666667,25,0.8,1,5,-1
3,2.485339738,0.666666667,25,0.8,1,3,-1
5,2.485339738,0.666666667,25,0.8,1,5,-1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
4,2.164042561,0.6,16,0.75,1,4,-1
2,0.513898342,0.166666667,10,0.142857143,0.5,2,-1
3,0.513898342,0.333333333,4,0.142857143,1,3,-1
3,0.513898342,0.066666667,28,0.142857143,0.5,3,-1
2,1.442695041,0.125,14,0.5,1,2,-1
2,0.513898342,0.166666667,10,0.142857143,0.5,2,-1
0,0.455119613,0.05,80,0.111111111,0.5,0,-1
0,0.455119613,0.05,80,0.111111111,0.5,0,-1
0,2.319124417,0.666666667,25,0.711111111,1,0,-1
0,0.455119613,0.022222222,205,0.111111111,0.5,0,-1
2,0.455119613,0.125,20,0.111111111,0.5,2,-1
4,2.319124417,0.666666667,25,0.711111111,1,4,-1
0,2.319124417,0.666666667,25,0.711111111,1,0,-1
0,2.790553133,0.714285714,36,0.833333333,1,0,-1
4,2.790553133,0.714285714,36,0.833333333,1,4,-1
4,2.790553133,0.714285714,36,0.833333333,1,4,-1
0,2.790553133,0.714285714,36,0.833333333,1,0,-1
0,2.790553133,0.714285714,36,0.833333333,1,0,-1
0,2.790553133,0.714285714,36,0.833333333,1,0,-1
5,1.820478453,0.5,9,0.666666667,1,5,-1
5,1.820478453,0.5,9,0.666666667,1,5,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
11,4.092914795,0.5,209,0.870813397,1,11,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.092914795,0.5,209,0.870813397,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
10,4.015505675,0.833333333,121,0.832535885,1,10,-1
0,4.015505675,0.833333333,121,0.832535885,1,0,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
0,0.679246544,0.111111111,99,0.105263158,0.5,0,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
3,0.679246544,0.111111111,99,0.105263158,0.5,3,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
0,3.083390054,0.75,49,0.857142857,1,0,-1
6,3.083390054,0.75,49,0.857142857,1,6,-1
0,1.820478453,0.2,27,0.666666667,1,0,-1
0,0.455119613,0.125,18,0.111111111,0.5,0,-1
0,0.455119613,0.125,18,0.111111111,0.5,0,-1
0,0.455119613,0.0625,42,0.111111111,0.5,0,-1
0,0.455119613,0.125,18,0.111111111,0.5,0,-1
0,0.455119613,0.083333333,30,0.111111111,0.5,0,-1
0,0.455119613,0.125,18,0.111111111,0.5,0,-1
0,1.36535884,0.5,9,0.444444444,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,0.300101629,0.024390244,425,0.035714286,0.5,0,-1
0,0.300101629,0.028571429,323,0.035714286,0.5,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,0.300101629,0.014705882,884,0.035714286,0.5,0,-1
0,5.535562145,0.695652174,374,0.891329259,1,0,-1
0,0.300101629,0.025641026,391,0.035714286,0.5,0,-1
0,5.535562145,0.695652174,374,0.891329259,1,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.535562145,0.695652174,374,0.891329259,1,0,-1
0,0.970546359,0.142857143,119,0.136363636,0.5,0,-1
0,0.970546359,0.142857143,119,0.136363636,0.5,0,-1
0,0.970546359,0.142857143,119,0.136363636,0.5,0,-1
0,0.970546359,0.142857143,119,0.136363636,0.5,0,-1
0,0.970546359,0.142857143,119,0.136363636,0.5,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,5.55897597,0.551724138,476,0.901069519,1,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,0.300101629,0.037037037,187,0.035714286,0.5,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
0,5.506121474,0.888888889,289,0.877960275,1,0,-1
8,1.590125614,0.6,16,0.456666667,1,8,-1
2,0.310667467,0.090909091,32,0.04,0.5,2,-1
2,0.310667467,0.0625,52,0.04,0.5,2,-1
2,0.310667467,0.090909091,32,0.04,0.5,2,-1
2,0.310667467,0.090909091,32,0.04,0.5,2,-1
2,0.310667467,0.0625,52,0.04,0.5,2,-1
2,0.310667467,0.05,68,0.04,0.5,2,-1
0,0.310667467,0.071428571,44,0.04,0.5,0,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.071428571,44,0.04,0.5,2,-1
2,0.310667467,0.090909091,32,0.04,0.5,2,-1
2,0.310667467,0.090909091,32,0.04,0.5,2,-1
0,0.310667467,0.090909091,32,0.04,0.5,0,-1
6,0.868778094,0.4,12,0.206666667,0.5,6,-1
6,0.868778094,0.4,12,0.206666667,0.5,6,-1
